Date,Price,Open,High,Low,Vol.,Change %
8/28/2024,897.00,897.00,897.00,897.00,,-0.02
8/27/2024,911.00,911.00,911.00,911.00,,-0.01
8/23/2024,920.00,920.00,920.00,920.00,,-0.01
8/22/2024,925.00,925.00,925.00,925.00,,-0.01
8/21/2024,939.00,939.00,939.00,939.00,,0.00
8/20/2024,943.00,943.00,943.00,943.00,,0.00
8/19/2024,940.00,940.00,940.00,940.00,,0.00
8/16/2024,936.00,936.00,936.00,936.00,,0.01
8/15/2024,928.00,928.00,928.00,928.00,,0.03
8/14/2024,903.00,903.00,903.00,903.00,,0.00
8/13/2024,904.00,904.00,904.00,904.00,,-0.01
8/12/2024,915.00,915.00,915.00,915.00,,-0.01
8/9/2024,922.00,922.00,922.00,922.00,,-0.01
8/8/2024,927.00,927.00,927.00,927.00,,0.00
8/7/2024,930.00,930.00,930.00,930.00,,-0.01
8/6/2024,935.00,935.00,935.00,935.00,,-0.01
8/5/2024,940.00,940.00,940.00,940.00,,-0.01
8/2/2024,952.00,952.00,952.00,952.00,,-0.01
8/1/2024,960.00,960.00,960.00,960.00,,-0.01
7/31/2024,972.00,972.00,972.00,972.00,,-0.03
7/30/2024,1003.00,1003.00,1003.00,1003.00,,-0.01
7/29/2024,1017.00,1017.00,1017.00,1017.00,,-0.01
7/26/2024,1023.00,1023.00,1023.00,1023.00,,-0.01
7/25/2024,1036.00,1036.00,1036.00,1036.00,,-0.01
7/24/2024,1044.00,1044.00,1044.00,1044.00,,-0.01
7/23/2024,1055.00,1055.00,1055.00,1055.00,,0.00
7/22/2024,1054.00,1054.00,1054.00,1054.00,,0.00
7/19/2024,1056.00,1056.00,1056.00,1056.00,,0.01
7/18/2024,1044.00,1044.00,1044.00,1044.00,,0.00
7/17/2024,1046.00,1046.00,1046.00,1046.00,,-0.01
7/16/2024,1054.00,1054.00,1054.00,1054.00,,0.00
7/15/2024,1057.00,1057.00,1057.00,1057.00,,-0.01
7/12/2024,1064.00,1064.00,1064.00,1064.00,,0.00
7/11/2024,1062.00,1062.00,1062.00,1062.00,,0.00
7/10/2024,1059.00,1059.00,1059.00,1059.00,,0.00
7/9/2024,1064.00,1064.00,1064.00,1064.00,,-0.01
7/8/2024,1078.00,1078.00,1078.00,1078.00,,-0.02
7/5/2024,1102.00,1102.00,1102.00,1102.00,,-0.01
7/4/2024,1108.00,1108.00,1108.00,1108.00,,-0.01
7/3/2024,1121.00,1121.00,1121.00,1121.00,,-0.01
7/2/2024,1127.00,1127.00,1127.00,1127.00,,-0.01
7/1/2024,1142.00,1142.00,1142.00,1142.00,,-0.01
6/28/2024,1150.00,1150.00,1150.00,1150.00,,-0.01
6/27/2024,1161.00,1161.00,1161.00,1161.00,,-0.01
6/26/2024,1177.00,1177.00,1177.00,1177.00,,0.00
6/25/2024,1181.00,1181.00,1181.00,1181.00,,-0.01
6/24/2024,1190.00,1190.00,1190.00,1190.00,,-0.01
6/21/2024,1205.00,1205.00,1205.00,1205.00,,-0.01
6/20/2024,1218.00,1218.00,1218.00,1218.00,,0.00
6/19/2024,1224.00,1224.00,1224.00,1224.00,,0.00
6/18/2024,1226.00,1226.00,1226.00,1226.00,,0.00
6/17/2024,1231.00,1231.00,1231.00,1231.00,,-0.01
6/14/2024,1240.00,1240.00,1240.00,1240.00,,-0.01
6/13/2024,1253.00,1253.00,1253.00,1253.00,,-0.01
6/12/2024,1267.00,1267.00,1267.00,1267.00,,0.00
6/11/2024,1265.00,1265.00,1265.00,1265.00,,0.00
6/10/2024,1266.00,1266.00,1266.00,1266.00,,0.00
6/7/2024,1267.00,1267.00,1267.00,1267.00,,0.02
6/6/2024,1246.00,1246.00,1246.00,1246.00,,0.00
6/5/2024,1251.00,1251.00,1251.00,1251.00,,0.01
6/4/2024,1238.00,1238.00,1238.00,1238.00,,0.00
6/3/2024,1237.00,1237.00,1237.00,1237.00,,0.00
5/31/2024,1241.00,1241.00,1241.00,1241.00,,0.01
5/30/2024,1234.00,1234.00,1234.00,1234.00,,0.00
5/29/2024,1232.00,1232.00,1232.00,1232.00,,-0.01
5/28/2024,1240.00,1240.00,1240.00,1240.00,,0.00
5/24/2024,1234.00,1234.00,1234.00,1234.00,,0.00
5/23/2024,1231.00,1231.00,1231.00,1231.00,,0.00
5/22/2024,1236.00,1236.00,1236.00,1236.00,,0.00
5/21/2024,1234.00,1234.00,1234.00,1234.00,,0.02
5/20/2024,1205.00,1205.00,1205.00,1205.00,,0.01
5/17/2024,1195.00,1195.00,1195.00,1195.00,,0.01
5/16/2024,1178.00,1178.00,1178.00,1178.00,,0.02
5/15/2024,1153.00,1153.00,1153.00,1153.00,,0.00
5/14/2024,1150.00,1150.00,1150.00,1150.00,,0.00
5/13/2024,1150.00,1150.00,1150.00,1150.00,,0.00
5/10/2024,1155.00,1155.00,1155.00,1155.00,,0.01
5/9/2024,1148.00,1148.00,1148.00,1148.00,,0.01
5/8/2024,1139.00,1139.00,1139.00,1139.00,,0.01
5/7/2024,1129.00,1129.00,1129.00,1129.00,,0.01
5/3/2024,1122.00,1122.00,1122.00,1122.00,,0.01
5/2/2024,1113.00,1113.00,1113.00,1113.00,,0.00
5/1/2024,1117.00,1117.00,1117.00,1117.00,,-0.01
4/30/2024,1123.00,1123.00,1123.00,1123.00,,0.00
4/29/2024,1120.00,1120.00,1120.00,1120.00,,0.01
4/26/2024,1112.00,1112.00,1112.00,1112.00,,0.01
4/25/2024,1100.00,1100.00,1100.00,1100.00,,0.00
4/24/2024,1096.00,1096.00,1096.00,1096.00,,0.01
4/23/2024,1088.00,1088.00,1088.00,1088.00,,-0.02
4/22/2024,1108.00,1108.00,1108.00,1108.00,,-0.01
4/19/2024,1114.00,1114.00,1114.00,1114.00,,-0.01
4/18/2024,1128.00,1128.00,1128.00,1128.00,,-0.01
4/17/2024,1134.00,1134.00,1134.00,1134.00,,-0.03
4/16/2024,1173.00,1173.00,1173.00,1173.00,,-0.02
4/15/2024,1194.00,1194.00,1194.00,1194.00,,-0.01
4/12/2024,1202.00,1202.00,1202.00,1202.00,,0.00
4/11/2024,1205.00,1205.00,1205.00,1205.00,,0.01
4/10/2024,1195.00,1195.00,1195.00,1195.00,,0.03
4/9/2024,1165.00,1165.00,1165.00,1165.00,,0.05
4/8/2024,1114.00,1114.00,1114.00,1114.00,,-0.01
4/5/2024,1122.00,1122.00,1122.00,1122.00,,0.00
4/4/2024,1127.00,1127.00,1127.00,1127.00,,0.00
4/3/2024,1123.00,1123.00,1123.00,1123.00,,-0.01
4/2/2024,1129.00,1129.00,1129.00,1129.00,,-0.01
3/28/2024,1137.00,1137.00,1137.00,1137.00,,0.00
3/27/2024,1141.00,1141.00,1141.00,1141.00,,-0.01
3/26/2024,1154.00,1154.00,1154.00,1154.00,,0.00
3/25/2024,1159.00,1159.00,1159.00,1159.00,,0.00
3/22/2024,1161.00,1161.00,1161.00,1161.00,,-0.01
3/21/2024,1173.00,1173.00,1173.00,1173.00,,-0.02
3/20/2024,1193.00,1193.00,1193.00,1193.00,,-0.01
3/19/2024,1205.00,1205.00,1205.00,1205.00,,-0.01
3/18/2024,1212.00,1212.00,1212.00,1212.00,,0.01
3/15/2024,1202.00,1202.00,1202.00,1202.00,,0.00
3/14/2024,1197.00,1197.00,1197.00,1197.00,,0.00
3/13/2024,1198.00,1198.00,1198.00,1198.00,,0.01
3/12/2024,1189.00,1189.00,1189.00,1189.00,,0.00
3/11/2024,1189.00,1189.00,1189.00,1189.00,,0.00
3/8/2024,1186.00,1186.00,1186.00,1186.00,,0.00
3/7/2024,1188.00,1188.00,1188.00,1188.00,,0.00
3/6/2024,1192.00,1192.00,1192.00,1192.00,,0.00
3/5/2024,1190.00,1190.00,1190.00,1190.00,,0.04
3/4/2024,1145.00,1145.00,1145.00,1145.00,,0.00
3/1/2024,1142.00,1142.00,1142.00,1142.00,,0.00
2/29/2024,1145.00,1145.00,1145.00,1145.00,,-0.01
2/28/2024,1156.00,1156.00,1156.00,1156.00,,-0.02
2/27/2024,1180.00,1180.00,1180.00,1180.00,,-0.01
2/26/2024,1191.00,1191.00,1191.00,1191.00,,-0.01
2/23/2024,1209.00,1209.00,1209.00,1209.00,,-0.02
2/22/2024,1237.00,1237.00,1237.00,1237.00,,-0.04
2/21/2024,1286.00,1286.00,1286.00,1286.00,,-0.03
2/20/2024,1324.00,1324.00,1324.00,1324.00,,-0.01
2/19/2024,1338.00,1338.00,1338.00,1338.00,,0.00
2/16/2024,1341.00,1341.00,1341.00,1341.00,,0.00
2/15/2024,1336.00,1336.00,1336.00,1336.00,,0.02
2/14/2024,1304.00,1304.00,1304.00,1304.00,,0.01
2/13/2024,1296.00,1296.00,1296.00,1296.00,,0.01
2/12/2024,1285.00,1285.00,1285.00,1285.00,,0.01
2/9/2024,1268.00,1268.00,1268.00,1268.00,,0.01
2/8/2024,1255.00,1255.00,1255.00,1255.00,,0.00
2/7/2024,1254.00,1254.00,1254.00,1254.00,,-0.01
2/6/2024,1262.00,1262.00,1262.00,1262.00,,-0.01
2/5/2024,1274.00,1274.00,1274.00,1274.00,,-0.01
2/2/2024,1287.00,1287.00,1287.00,1287.00,,-0.01
2/1/2024,1295.00,1295.00,1295.00,1295.00,,-0.01
1/31/2024,1306.00,1306.00,1306.00,1306.00,,-0.01
1/30/2024,1319.00,1319.00,1319.00,1319.00,,-0.02
1/29/2024,1346.00,1346.00,1346.00,1346.00,,0.00
1/26/2024,1347.00,1347.00,1347.00,1347.00,,0.02
1/25/2024,1326.00,1326.00,1326.00,1326.00,,0.00
1/24/2024,1328.00,1328.00,1328.00,1328.00,,-0.01
1/23/2024,1343.00,1343.00,1343.00,1343.00,,-0.04
1/22/2024,1393.00,1393.00,1393.00,1393.00,,-0.02
1/19/2024,1423.00,1423.00,1423.00,1423.00,,-0.05
1/18/2024,1500.00,1500.00,1500.00,1500.00,,-0.03
1/17/2024,1542.00,1542.00,1542.00,1542.00,,-0.01
1/16/2024,1552.00,1552.00,1552.00,1552.00,,0.02
1/15/2024,1522.00,1522.00,1522.00,1522.00,,0.03
1/12/2024,1473.00,1473.00,1473.00,1473.00,,0.01
1/11/2024,1464.00,1464.00,1464.00,1464.00,,0.00
1/10/2024,1457.00,1457.00,1457.00,1457.00,,0.00
1/9/2024,1452.00,1452.00,1452.00,1452.00,,0.03
1/8/2024,1416.00,1416.00,1416.00,1416.00,,0.02
1/5/2024,1384.00,1384.00,1384.00,1384.00,,0.04
1/4/2024,1328.00,1328.00,1328.00,1328.00,,0.03
1/3/2024,1295.00,1295.00,1295.00,1295.00,,0.03
1/2/2024,1258.00,1258.00,1258.00,1258.00,,0.05
12/22/2023,1200.00,1200.00,1200.00,1200.00,,0.00
12/21/2023,1197.00,1197.00,1197.00,1197.00,,0.01
12/20/2023,1181.00,1181.00,1181.00,1181.00,,0.04
12/19/2023,1141.00,1141.00,1141.00,1141.00,,0.02
12/18/2023,1116.00,1116.00,1116.00,1116.00,,0.01
12/15/2023,1103.00,1103.00,1103.00,1103.00,,0.01
12/14/2023,1092.00,1092.00,1092.00,1092.00,,0.00
12/13/2023,1090.00,1090.00,1090.00,1090.00,,-0.01
12/12/2023,1103.00,1103.00,1103.00,1103.00,,-0.01
12/11/2023,1118.00,1118.00,1118.00,1118.00,,-0.01
12/8/2023,1129.00,1129.00,1129.00,1129.00,,-0.01
12/7/2023,1145.00,1145.00,1145.00,1145.00,,-0.02
12/6/2023,1167.00,1167.00,1167.00,1167.00,,-0.01
12/5/2023,1173.00,1173.00,1173.00,1173.00,,0.00
12/4/2023,1171.00,1171.00,1171.00,1171.00,,0.00
12/1/2023,1172.00,1172.00,1172.00,1172.00,,-0.01
11/30/2023,1184.00,1184.00,1184.00,1184.00,,-0.01
11/29/2023,1192.00,1192.00,1192.00,1192.00,,-0.01
11/28/2023,1207.00,1207.00,1207.00,1207.00,,-0.01
11/27/2023,1222.00,1222.00,1222.00,1222.00,,-0.01
11/24/2023,1233.00,1233.00,1233.00,1233.00,,0.00
11/23/2023,1233.00,1233.00,1233.00,1233.00,,-0.01
11/22/2023,1240.00,1240.00,1240.00,1240.00,,-0.02
11/21/2023,1263.00,1263.00,1263.00,1263.00,,-0.04
11/20/2023,1310.00,1310.00,1310.00,1310.00,,-0.01
11/17/2023,1317.00,1317.00,1317.00,1317.00,,-0.01
11/16/2023,1336.00,1336.00,1336.00,1336.00,,0.00
11/15/2023,1337.00,1337.00,1337.00,1337.00,,-0.01
11/14/2023,1345.00,1345.00,1345.00,1345.00,,-0.02
11/13/2023,1373.00,1373.00,1373.00,1373.00,,-0.01
11/10/2023,1392.00,1392.00,1392.00,1392.00,,-0.01
11/9/2023,1404.00,1404.00,1404.00,1404.00,,-0.01
11/8/2023,1424.00,1424.00,1424.00,1424.00,,-0.01
11/7/2023,1433.00,1433.00,1433.00,1433.00,,-0.01
11/6/2023,1447.00,1447.00,1447.00,1447.00,,-0.01
11/3/2023,1465.00,1465.00,1465.00,1465.00,,0.00
11/2/2023,1462.00,1462.00,1462.00,1462.00,,-0.02
11/1/2023,1487.00,1487.00,1487.00,1487.00,,0.00
10/31/2023,1483.00,1483.00,1483.00,1483.00,,0.02
10/30/2023,1453.00,1453.00,1453.00,1453.00,,0.03
10/27/2023,1414.00,1414.00,1414.00,1414.00,,0.03
10/26/2023,1372.00,1372.00,1372.00,1372.00,,0.02
10/25/2023,1348.00,1348.00,1348.00,1348.00,,0.01
10/24/2023,1331.00,1331.00,1331.00,1331.00,,0.01
10/23/2023,1316.00,1316.00,1316.00,1316.00,,0.02
10/20/2023,1286.00,1286.00,1286.00,1286.00,,0.01
10/19/2023,1274.00,1274.00,1274.00,1274.00,,0.00
10/18/2023,1272.00,1272.00,1272.00,1272.00,,0.02
10/17/2023,1244.00,1244.00,1244.00,1244.00,,0.02
10/16/2023,1221.00,1221.00,1221.00,1221.00,,0.06
10/13/2023,1149.00,1149.00,1149.00,1149.00,,0.09
10/12/2023,1054.00,1054.00,1054.00,1054.00,,0.10
10/11/2023,955.00,955.00,955.00,955.00,,0.05
10/10/2023,911.00,911.00,911.00,911.00,,0.03
10/9/2023,881.00,881.00,881.00,881.00,,0.01
10/6/2023,871.00,871.00,871.00,871.00,,0.02
10/5/2023,854.00,854.00,854.00,854.00,,0.01
10/4/2023,846.00,846.00,846.00,846.00,,0.00
10/3/2023,842.00,842.00,842.00,842.00,,0.00
10/2/2023,839.00,839.00,839.00,839.00,,0.01
9/29/2023,827.00,827.00,827.00,827.00,,0.01
9/28/2023,821.00,821.00,821.00,821.00,,0.01
9/27/2023,814.00,814.00,814.00,814.00,,0.00
9/26/2023,810.00,810.00,810.00,810.00,,0.01
9/25/2023,799.00,799.00,799.00,799.00,,0.01
9/22/2023,790.00,790.00,790.00,790.00,,0.02
9/21/2023,776.00,776.00,776.00,776.00,,0.01
9/20/2023,768.00,768.00,768.00,768.00,,0.03
9/19/2023,749.00,749.00,749.00,749.00,,0.01
9/18/2023,742.00,742.00,742.00,742.00,,0.00
9/15/2023,740.00,740.00,740.00,740.00,,0.01
9/14/2023,733.00,733.00,733.00,733.00,,0.02
9/13/2023,722.00,722.00,722.00,722.00,,0.01
9/12/2023,716.00,716.00,716.00,716.00,,0.00
9/11/2023,714.00,714.00,714.00,714.00,,0.00
9/8/2023,713.00,713.00,713.00,713.00,,0.00
9/7/2023,715.00,715.00,715.00,715.00,,-0.01
9/6/2023,725.00,725.00,725.00,725.00,,0.00
9/5/2023,728.00,728.00,728.00,728.00,,-0.01
9/4/2023,732.00,732.00,732.00,732.00,,-0.01
9/1/2023,740.00,740.00,740.00,740.00,,-0.02
8/31/2023,752.00,752.00,752.00,752.00,,-0.02
8/30/2023,764.00,764.00,764.00,764.00,,-0.02
8/29/2023,776.00,776.00,776.00,776.00,,-0.02
8/25/2023,793.00,793.00,793.00,793.00,,-0.01
8/24/2023,797.00,797.00,797.00,797.00,,-0.01
8/23/2023,802.00,802.00,802.00,802.00,,0.00
8/22/2023,804.00,804.00,804.00,804.00,,0.00
8/21/2023,802.00,802.00,802.00,802.00,,0.00
8/18/2023,803.00,803.00,803.00,803.00,,-0.01
8/17/2023,809.00,809.00,809.00,809.00,,0.00
8/16/2023,806.00,806.00,806.00,806.00,,0.01
8/15/2023,798.00,798.00,798.00,798.00,,0.00
8/14/2023,801.00,801.00,801.00,801.00,,0.00
8/11/2023,802.00,802.00,802.00,802.00,,0.00
8/10/2023,799.00,799.00,799.00,799.00,,0.00
8/9/2023,799.00,799.00,799.00,799.00,,0.00
8/8/2023,800.00,800.00,800.00,800.00,,0.00
8/7/2023,798.00,798.00,798.00,798.00,,0.00
8/4/2023,800.00,800.00,800.00,800.00,,-0.01
8/3/2023,810.00,810.00,810.00,810.00,,-0.01
8/2/2023,821.00,821.00,821.00,821.00,,-0.02
8/1/2023,840.00,840.00,840.00,840.00,,-0.01
7/31/2023,851.00,851.00,851.00,851.00,,-0.03
7/28/2023,873.00,873.00,873.00,873.00,,-0.01
7/27/2023,881.00,881.00,881.00,881.00,,-0.02
7/26/2023,899.00,899.00,899.00,899.00,,-0.01
7/25/2023,910.00,910.00,910.00,910.00,,-0.02
7/24/2023,929.00,929.00,929.00,929.00,,-0.01
7/21/2023,940.00,940.00,940.00,940.00,,-0.01
7/20/2023,947.00,947.00,947.00,947.00,,-0.02
7/19/2023,962.00,962.00,962.00,962.00,,-0.01
7/18/2023,975.00,975.00,975.00,975.00,,0.01
7/17/2023,970.00,970.00,970.00,970.00,,0.01
7/14/2023,959.00,959.00,959.00,959.00,,0.03
7/13/2023,929.00,929.00,929.00,929.00,,0.01
7/12/2023,921.00,921.00,921.00,921.00,,0.00
7/11/2023,923.00,923.00,923.00,923.00,,0.00
7/10/2023,925.00,925.00,925.00,925.00,,-0.01
7/7/2023,934.00,934.00,934.00,934.00,,-0.01
7/6/2023,945.00,945.00,945.00,945.00,,-0.03
7/5/2023,974.00,974.00,974.00,974.00,,-0.01
7/4/2023,988.00,988.00,988.00,988.00,,-0.02
7/3/2023,1003.00,1003.00,1003.00,1003.00,,-0.01
6/30/2023,1014.00,1014.00,1014.00,1014.00,,0.01
6/29/2023,1008.00,1008.00,1008.00,1008.00,,-0.01
6/28/2023,1017.00,1017.00,1017.00,1017.00,,-0.03
6/27/2023,1046.00,1046.00,1046.00,1046.00,,-0.01
6/26/2023,1058.00,1058.00,1058.00,1058.00,,-0.01
6/23/2023,1070.00,1070.00,1070.00,1070.00,,-0.03
6/22/2023,1103.00,1103.00,1103.00,1103.00,,-0.03
6/21/2023,1141.00,1141.00,1141.00,1141.00,,-0.03
6/20/2023,1181.00,1181.00,1181.00,1181.00,,0.00
6/19/2023,1184.00,1184.00,1184.00,1184.00,,0.01
6/16/2023,1175.00,1175.00,1175.00,1175.00,,0.02
6/15/2023,1148.00,1148.00,1148.00,1148.00,,0.01
6/14/2023,1140.00,1140.00,1140.00,1140.00,,0.03
6/13/2023,1111.00,1111.00,1111.00,1111.00,,0.02
6/12/2023,1086.00,1086.00,1086.00,1086.00,,0.04
6/9/2023,1049.00,1049.00,1049.00,1049.00,,0.01
6/8/2023,1039.00,1039.00,1039.00,1039.00,,0.00
6/7/2023,1039.00,1039.00,1039.00,1039.00,,0.00
6/6/2023,1036.00,1036.00,1036.00,1036.00,,0.00
6/5/2023,1041.00,1041.00,1041.00,1041.00,,-0.03
6/2/2023,1068.00,1068.00,1068.00,1068.00,,-0.02
6/1/2023,1091.00,1091.00,1091.00,1091.00,,-0.01
5/31/2023,1105.00,1105.00,1105.00,1105.00,,-0.02
5/30/2023,1124.00,1124.00,1124.00,1124.00,,-0.03
5/26/2023,1156.00,1156.00,1156.00,1156.00,,-0.07
5/25/2023,1238.00,1238.00,1238.00,1238.00,,-0.02
5/24/2023,1257.00,1257.00,1257.00,1257.00,,-0.01
5/23/2023,1268.00,1268.00,1268.00,1268.00,,-0.01
5/22/2023,1276.00,1276.00,1276.00,1276.00,,-0.02
5/19/2023,1306.00,1306.00,1306.00,1306.00,,0.00
5/18/2023,1312.00,1312.00,1312.00,1312.00,,0.00
5/17/2023,1318.00,1318.00,1318.00,1318.00,,0.01
5/16/2023,1299.00,1299.00,1299.00,1299.00,,0.01
5/15/2023,1280.00,1280.00,1280.00,1280.00,,0.02
5/12/2023,1252.00,1252.00,1252.00,1252.00,,0.03
5/11/2023,1218.00,1218.00,1218.00,1218.00,,0.05
5/10/2023,1159.00,1159.00,1159.00,1159.00,,0.07
5/9/2023,1080.00,1080.00,1080.00,1080.00,,0.01
5/5/2023,1072.00,1072.00,1072.00,1072.00,,0.00
5/4/2023,1077.00,1077.00,1077.00,1077.00,,0.02
5/3/2023,1061.00,1061.00,1061.00,1061.00,,0.03
5/2/2023,1033.00,1033.00,1033.00,1033.00,,-0.01
4/28/2023,1046.00,1046.00,1046.00,1046.00,,-0.01
4/27/2023,1053.00,1053.00,1053.00,1053.00,,-0.01
4/26/2023,1068.00,1068.00,1068.00,1068.00,,-0.04
4/25/2023,1118.00,1118.00,1118.00,1118.00,,-0.02
4/24/2023,1137.00,1137.00,1137.00,1137.00,,-0.01
4/21/2023,1146.00,1146.00,1146.00,1146.00,,0.00
4/20/2023,1146.00,1146.00,1146.00,1146.00,,-0.02
4/19/2023,1174.00,1174.00,1174.00,1174.00,,-0.02
4/18/2023,1197.00,1197.00,1197.00,1197.00,,-0.02
4/17/2023,1219.00,1219.00,1219.00,1219.00,,-0.02
4/14/2023,1242.00,1242.00,1242.00,1242.00,,-0.01
4/13/2023,1256.00,1256.00,1256.00,1256.00,,-0.02
4/12/2023,1276.00,1276.00,1276.00,1276.00,,-0.01
4/11/2023,1295.00,1295.00,1295.00,1295.00,,-0.02
4/6/2023,1319.00,1319.00,1319.00,1319.00,,-0.01
4/5/2023,1332.00,1332.00,1332.00,1332.00,,0.00
4/4/2023,1334.00,1334.00,1334.00,1334.00,,-0.02
4/3/2023,1363.00,1363.00,1363.00,1363.00,,-0.05
3/31/2023,1428.00,1428.00,1428.00,1428.00,,-0.04
3/30/2023,1481.00,1481.00,1481.00,1481.00,,-0.02
3/29/2023,1508.00,1508.00,1508.00,1508.00,,-0.02
3/28/2023,1545.00,1545.00,1545.00,1545.00,,-0.03
3/27/2023,1587.00,1587.00,1587.00,1587.00,,-0.02
3/24/2023,1622.00,1622.00,1622.00,1622.00,,-0.01
3/23/2023,1642.00,1642.00,1642.00,1642.00,,0.00
3/22/2023,1648.00,1648.00,1648.00,1648.00,,0.00
3/21/2023,1642.00,1642.00,1642.00,1642.00,,0.02
3/20/2023,1611.00,1611.00,1611.00,1611.00,,0.02
3/17/2023,1579.00,1579.00,1579.00,1579.00,,0.02
3/16/2023,1541.00,1541.00,1541.00,1541.00,,0.02
3/15/2023,1516.00,1516.00,1516.00,1516.00,,0.02
3/14/2023,1480.00,1480.00,1480.00,1480.00,,0.00
3/13/2023,1478.00,1478.00,1478.00,1478.00,,-0.01
3/10/2023,1487.00,1487.00,1487.00,1487.00,,-0.02
3/9/2023,1511.00,1511.00,1511.00,1511.00,,0.01
3/8/2023,1495.00,1495.00,1495.00,1495.00,,0.01
